area_name,area_type,time_of_day,lighting_quality,crime_rate,crowd_density,incident_count,cctv_coverage,police_distance_km,safety_score,safety_label,lat,lng,ward_no,women_safety_risk,street_light_coverage,police_station_nearby,ncrb_crime_intensity
Kanadiya Road,isolated,1,poor,high,low,33,no,8.0,24.6,Unsafe,22.7823,75.8456,82,low,partial,0,1.03
Bapat Square,commercial,6,good,low,medium,1,yes,1.4,87.9,Safe,22.7234,75.8867,36,low,full,0,0.41
Vijay Nagar,commercial,12,good,low,high,11,yes,1.2,87.2,Safe,22.7343,75.8867,45,low,full,1,0.48
Dwarkapuri,residential,19,good,low,medium,5,yes,2.5,88.2,Safe,22.7423,75.8867,46,low,partial,0,0.38
Siyaganj,market,19,medium,medium,high,24,yes,2.0,35.6,Unsafe,22.7212,75.8623,17,high,partial,1,0.64
Bhawarkuan,residential,13,medium,medium,medium,23,no,3.8,40.6,Medium,22.6812,75.8645,3,low,partial,1,0.44
Banganga,residential,4,medium,medium,low,21,no,4.0,5.1,Unsafe,22.6934,75.8656,5,medium,partial,1,0.54
Bada Rawla Naka,market,9,medium,medium,medium,9,no,3.5,46.2,Medium,22.7089,75.8556,19,low,partial,0,0.58
Sudama Nagar,residential,11,medium,medium,low,6,no,4.5,45.6,Medium,22.6891,75.8731,4,low,partial,0,0.44
South Tukoganj,commercial,16,good,low,high,3,yes,0.8,95.4,Safe,22.7148,75.8826,12,low,full,0,0.46
Govind Colony,residential,14,medium,low,medium,6,no,3.8,67.8,Medium,22.7312,75.8912,47,low,partial,0,0.42
Siyaganj,market,8,medium,medium,high,8,yes,2.0,48.1,Medium,22.7212,75.8623,17,high,partial,1,0.59
Limbodi,residential,5,medium,medium,low,13,no,5.5,22.5,Unsafe,22.8123,75.8456,84,medium,partial,0,0.55
Mhow Road,commercial,11,medium,medium,medium,15,yes,3.5,55.5,Medium,22.6534,75.8234,26,low,partial,0,0.45
Siyaganj,market,8,medium,medium,high,19,yes,2.0,43.4,Medium,22.7212,75.8623,17,high,partial,1,0.56
Rau,residential,0,medium,low,low,8,no,4.0,34.0,Unsafe,22.6734,75.8123,1,low,partial,1,0.6
Dewas Road,commercial,12,medium,medium,medium,22,yes,4.0,48.9,Medium,22.7456,75.8234,75,low,partial,0,0.41
Hatod Road,isolated,9,poor,high,low,33,no,8.5,11.1,Unsafe,22.7823,75.7934,81,low,none,0,0.8
Sapna Sangeeta,commercial,6,good,low,medium,2,yes,1.8,87.2,Safe,22.7273,75.88,41,low,full,0,0.48
Lasudia,residential,17,poor,medium,low,16,no,5.0,24.2,Unsafe,22.7567,75.9234,72,low,partial,1,0.38
Bypass Roads,isolated,20,poor,high,low,34,no,9.0,23.8,Unsafe,22.7823,75.8789,80,high,none,0,0.96
Anand Bazaar,commercial,0,good,low,low,3,yes,1.6,59.1,Medium,22.7167,75.8623,21,low,partial,0,0.59
Hatod Road,isolated,5,poor,high,low,26,no,8.5,11.3,Unsafe,22.7823,75.7934,81,low,none,0,1.03
Bada Rawla Naka,market,13,medium,medium,medium,13,no,3.5,46.1,Medium,22.7089,75.8556,19,low,partial,0,0.59
Manik Bagh,residential,6,good,low,low,3,yes,2.1,80.9,Safe,22.6934,75.8823,6,low,partial,0,0.41
Sapna Sangeeta,commercial,12,good,low,high,4,yes,1.8,95.4,Safe,22.7273,75.88,41,low,full,0,0.46
Sarafa Bazar,market,12,good,low,high,8,yes,0.9,90.6,Safe,22.7167,75.8554,9,low,partial,0,0.64
Old Railway Lanes,isolated,6,poor,high,low,17,no,6.5,18.1,Unsafe,22.7134,75.8423,15,high,none,0,0.83
Pipliyahana,residential,9,good,low,medium,4,yes,2.6,88.2,Safe,22.6823,75.8934,48,low,partial,0,0.38
Bhagirathpura,residential,4,medium,medium,low,10,no,4.0,6.6,Unsafe,22.7212,75.8489,28,high,partial,0,0.6
Banganga,residential,22,medium,medium,low,16,no,4.0,7.6,Unsafe,22.6934,75.8656,5,medium,partial,1,0.54
Palda,residential,6,medium,medium,low,8,no,5.0,41.2,Medium,22.6734,75.9123,24,low,partial,0,0.38
Loha Mandi,industrial,21,poor,high,low,23,no,7.0,9.8,Unsafe,22.7089,75.8512,14,high,none,0,1.0
Raoji Bazar,market,0,medium,medium,low,8,yes,1.8,15.7,Unsafe,22.7198,75.8534,11,high,partial,0,0.83
Betma Road,isolated,14,poor,high,low,36,no,9.0,20.5,Unsafe,22.7123,75.7723,79,high,none,0,0.78
Betma Road,isolated,11,poor,high,low,45,no,9.0,15.6,Unsafe,22.7123,75.7723,79,high,none,0,0.76
Rajwada,market,7,medium,medium,high,14,yes,1.5,51.2,Medium,22.718,75.8573,8,medium,partial,1,0.58
Sudama Nagar,residential,0,medium,medium,low,17,no,4.5,14.6,Unsafe,22.6891,75.8731,4,low,partial,0,0.54
Kanadiya,residential,20,medium,medium,medium,12,no,4.5,21.6,Unsafe,22.7934,75.8456,83,low,partial,1,0.54
Scheme 78,residential,11,good,low,medium,7,yes,2.2,89.8,Safe,22.7467,75.8756,78,low,full,0,0.42
Tejaji Nagar,residential,11,medium,medium,medium,13,no,3.2,41.0,Medium,22.6934,75.8345,23,medium,partial,0,0.4
Govind Colony,residential,6,medium,low,low,8,no,3.8,56.0,Medium,22.7312,75.8912,47,low,partial,0,0.4
Bada Rawla Naka,market,14,medium,medium,medium,7,no,3.5,50.8,Medium,22.7089,75.8556,19,low,partial,0,0.62
Old Railway Lanes,isolated,7,poor,high,low,29,no,6.5,23.6,Unsafe,22.7134,75.8423,15,high,none,0,0.79
Chambal Colony,residential,14,poor,high,low,40,no,6.5,13.6,Unsafe,22.7289,75.8478,35,low,partial,0,0.39
Navlakha,commercial,6,medium,low,medium,4,yes,1.8,72.1,Safe,22.7156,75.8689,20,medium,partial,1,0.49
Sudama Nagar,residential,13,medium,medium,low,16,no,4.5,40.6,Medium,22.6891,75.8731,4,low,partial,0,0.44
Betma Road,isolated,17,poor,high,low,46,no,9.0,22.4,Unsafe,22.7123,75.7723,79,high,none,0,0.81
Navlakha,commercial,8,medium,low,high,3,yes,1.8,75.1,Safe,22.7156,75.8689,20,medium,partial,1,0.49
Raoji Bazar,market,8,medium,medium,high,11,yes,1.8,43.2,Medium,22.7198,75.8534,11,high,partial,0,0.58
Chappan Dukan,market,12,good,low,high,5,yes,1.0,93.5,Safe,22.7312,75.8823,43,low,full,0,0.65
Nemawar Road,isolated,22,poor,high,low,42,no,7.5,14.0,Unsafe,22.6543,75.8234,2,high,none,0,1.0
Bypass Roads,isolated,0,poor,high,low,34,no,9.0,24.6,Unsafe,22.7823,75.8789,80,high,none,0,1.01
Navlakha,commercial,17,medium,low,high,1,yes,1.8,75.8,Safe,22.7156,75.8689,20,medium,partial,1,0.42
Chappan Dukan,market,15,good,low,high,7,yes,1.0,91.3,Safe,22.7312,75.8823,43,low,full,0,0.57
Dwarkapuri,residential,10,good,low,medium,6,yes,2.5,89.9,Safe,22.7423,75.8867,46,low,partial,0,0.41
Hira Nagar,residential,13,medium,low,medium,7,no,3.0,74.3,Safe,22.7534,75.8823,62,low,partial,0,0.37
Kanadiya Road,isolated,1,poor,high,low,45,no,8.0,24.2,Unsafe,22.7823,75.8456,82,low,partial,0,0.99
Murai Mohalla,residential,23,medium,medium,low,5,no,4.5,7.3,Unsafe,22.7145,75.8478,13,high,partial,0,0.57
Palasia,commercial,14,good,low,high,2,yes,1.5,95.1,Safe,22.7197,75.8772,32,low,full,1,0.49
Bhanwarkuan,residential,20,medium,medium,medium,6,no,3.5,26.6,Unsafe,22.6812,75.8645,3,low,partial,0,0.54
Kesar Bagh,residential,3,good,low,low,2,yes,2.3,59.4,Medium,22.7189,75.8734,29,low,partial,0,0.56
Hira Nagar,residential,4,medium,low,low,11,no,3.0,35.3,Unsafe,22.7534,75.8823,62,low,partial,0,0.57
Vijay Nagar,commercial,9,good,low,high,2,yes,1.2,90.5,Safe,22.7343,75.8867,45,low,full,1,0.45
MG Road,commercial,16,good,low,high,3,yes,1.0,95.5,Safe,22.7196,75.8799,18,low,full,1,0.45
Hatod Road,isolated,3,poor,high,low,39,no,8.5,11.6,Unsafe,22.7823,75.7934,81,low,none,0,1.05
Palasia,commercial,7,good,low,high,7,yes,1.5,87.3,Safe,22.7197,75.8772,32,low,full,1,0.47
Dewas Road,commercial,22,medium,medium,low,15,yes,4.0,21.2,Unsafe,22.7456,75.8234,75,low,partial,0,0.68
Chappan Dukan,market,9,good,low,high,6,yes,1.0,85.8,Safe,22.7312,75.8823,43,low,full,0,0.62
Pipliyahana,residential,22,good,low,low,1,yes,2.6,58.9,Medium,22.6823,75.8934,48,low,partial,0,0.61
Nanda Nagar,residential,3,medium,low,low,3,yes,2.5,51.6,Medium,22.7456,75.8956,64,low,partial,0,0.54
Musakhedi,residential,14,poor,high,low,25,no,6.0,22.7,Unsafe,22.7134,75.8734,27,medium,partial,0,0.37
Raoji Bazar,market,10,medium,medium,high,8,yes,1.8,53.2,Medium,22.7198,75.8534,11,high,partial,0,0.58
Super Corridor,commercial,16,good,low,medium,4,yes,2.0,92.8,Safe,22.8123,75.8934,85,low,full,0,0.42
Banganga,residential,14,medium,medium,medium,29,no,4.0,34.2,Unsafe,22.6934,75.8656,5,medium,partial,1,0.38
Scheme 78,residential,1,good,low,low,7,yes,2.2,56.1,Medium,22.7467,75.8756,78,low,full,0,0.59
MG Road,commercial,22,good,low,medium,2,yes,1.0,65.4,Medium,22.7196,75.8799,18,low,full,1,0.66
Nanda Nagar,residential,0,medium,low,low,5,yes,2.5,51.2,Medium,22.7456,75.8956,64,low,partial,0,0.58
Mhow Road,commercial,21,medium,medium,medium,9,yes,3.5,33.3,Unsafe,22.6534,75.8234,26,low,partial,0,0.67
Palasia,commercial,12,good,low,high,7,yes,1.5,92.3,Safe,22.7197,75.8772,32,low,full,1,0.47
Kanadiya Road,isolated,19,poor,high,low,26,no,8.0,22.0,Unsafe,22.7823,75.8456,82,low,partial,0,0.78
Super Corridor,commercial,15,good,low,medium,3,yes,2.0,92.9,Safe,22.8123,75.8934,85,low,full,0,0.41
Siyaganj,market,4,medium,medium,low,16,yes,2.0,10.8,Unsafe,22.7212,75.8623,17,high,partial,1,0.82
Bambori,isolated,4,poor,high,low,38,no,8.5,9.2,Unsafe,22.8234,75.8623,86,low,none,0,0.96
Chhota Bangarda,residential,6,medium,medium,low,11,no,5.0,36.3,Unsafe,22.7823,75.9123,76,low,none,0,0.37
Dewas Road,commercial,21,medium,medium,medium,14,yes,4.0,28.3,Unsafe,22.7456,75.8234,75,low,partial,0,0.67
Anand Bazaar,commercial,21,good,low,high,1,yes,1.6,68.7,Medium,22.7167,75.8623,21,low,partial,0,0.63
Palasia,commercial,11,good,low,high,4,yes,1.5,95.9,Safe,22.7197,75.8772,32,low,full,1,0.41
Khajrana,residential,22,medium,medium,low,19,no,3.5,7.5,Unsafe,22.7395,75.9107,61,medium,partial,1,0.55
Dwarkapuri,residential,10,good,low,medium,4,yes,2.5,92.6,Safe,22.7423,75.8867,46,low,partial,0,0.44
Khajrana,residential,6,medium,medium,low,18,no,3.5,28.9,Unsafe,22.7395,75.9107,61,medium,partial,1,0.41
Old Railway Lanes,isolated,4,poor,high,low,36,no,6.5,17.5,Unsafe,22.7134,75.8423,15,high,none,0,0.98
Musakhedi,residential,14,poor,high,low,26,no,6.0,6.5,Unsafe,22.7134,75.8734,27,medium,partial,0,0.43
Nipania,residential,11,good,low,medium,1,yes,2.2,93.5,Safe,22.7634,75.9123,71,low,partial,0,0.35
Bhagirathpura,residential,19,medium,medium,medium,7,no,4.0,32.8,Unsafe,22.7212,75.8489,28,high,partial,0,0.42
Annapurna Road,commercial,16,medium,medium,medium,11,yes,3.0,61.1,Medium,22.6975,75.8782,7,low,partial,1,0.49
Banganga,residential,19,medium,medium,medium,10,no,4.0,41.3,Medium,22.6934,75.8656,5,medium,partial,1,0.37
Rau Bypass,isolated,22,poor,high,low,33,no,7.5,21.7,Unsafe,22.6623,75.8034,1,high,none,0,0.97
Navlakha,commercial,14,medium,low,high,9,yes,1.8,77.1,Safe,22.7156,75.8689,20,medium,partial,1,0.49
Siyaganj,market,2,medium,medium,low,14,yes,2.0,10.5,Unsafe,22.7212,75.8623,17,high,partial,1,0.85
Murai Mohalla,residential,6,medium,medium,low,14,no,4.5,20.8,Unsafe,22.7145,75.8478,13,high,partial,0,0.42
LIG Colony,residential,0,good,low,low,3,yes,2.4,59.3,Medium,22.7423,75.8734,55,low,partial,1,0.57
Nanda Nagar,residential,17,medium,low,medium,12,yes,2.5,72.0,Safe,22.7456,75.8956,64,low,partial,0,0.4
Tejaji Nagar,residential,2,medium,medium,low,16,no,3.2,7.4,Unsafe,22.6934,75.8345,23,medium,partial,0,0.56
Bhagirathpura,residential,0,medium,medium,low,7,no,4.0,8.5,Unsafe,22.7212,75.8489,28,high,partial,0,0.53
Banganga,residential,6,medium,medium,low,10,no,4.0,34.1,Unsafe,22.6934,75.8656,5,medium,partial,1,0.39
Nipania,residential,11,good,low,medium,1,yes,2.2,93.4,Safe,22.7634,75.9123,71,low,partial,0,0.36
Vijay Nagar,commercial,12,good,low,high,6,yes,1.2,93.0,Safe,22.7343,75.8867,45,low,full,1,0.4
Vijay Nagar,commercial,17,good,low,high,8,yes,1.2,87.7,Safe,22.7343,75.8867,45,low,full,1,0.43
Sarafa Bazar,market,8,good,low,high,4,yes,0.9,89.0,Safe,22.7167,75.8554,9,low,partial,0,0.6
Nanda Nagar,residential,17,medium,low,medium,6,yes,2.5,76.5,Safe,22.7456,75.8956,64,low,partial,0,0.45
Pipliyahana,residential,10,good,low,medium,2,yes,2.6,93.0,Safe,22.6823,75.8934,48,low,partial,0,0.4
Tejpur Gadbadi,isolated,1,poor,high,low,24,no,9.5,6.4,Unsafe,22.7534,75.9345,73,low,none,0,0.99
Vijay Nagar,commercial,13,good,low,high,5,yes,1.2,95.1,Safe,22.7343,75.8867,45,low,full,1,0.49
Scheme 54,residential,20,good,low,medium,6,yes,2.5,63.0,Medium,22.7411,75.8673,54,low,full,1,0.6
Nipania,residential,11,good,low,medium,3,yes,2.2,92.7,Safe,22.7634,75.9123,71,low,partial,0,0.43
Super Corridor,commercial,3,good,low,low,4,yes,2.0,58.2,Medium,22.8123,75.8934,85,low,full,0,0.68
AB Road,commercial,4,good,low,low,4,yes,1.3,58.3,Medium,22.7233,75.8958,52,low,full,0,0.67
Sudama Nagar,residential,7,medium,medium,low,14,no,4.5,36.3,Unsafe,22.6891,75.8731,4,low,partial,0,0.37
Sarafa Bazar,market,12,good,low,high,5,yes,0.9,94.4,Safe,22.7167,75.8554,9,low,partial,0,0.56
Scheme 140,residential,8,good,low,medium,2,yes,2.8,87.9,Safe,22.7634,75.8734,69,low,partial,0,0.41
MG Road,commercial,15,good,low,high,4,yes,1.0,95.2,Safe,22.7196,75.8799,18,low,full,1,0.48
Sapna Sangeeta,commercial,18,good,low,high,5,yes,1.8,90.2,Safe,22.7273,75.88,41,low,full,0,0.48
LIG Colony,residential,13,good,low,medium,5,yes,2.4,93.1,Safe,22.7423,75.8734,55,low,partial,1,0.39
Scheme 94,residential,18,good,low,medium,3,yes,2.0,88.4,Safe,22.7534,75.8612,94,low,partial,0,0.36
Juni Indore,market,9,medium,medium,medium,10,no,3.0,37.4,Unsafe,22.7123,75.8512,16,high,partial,0,0.56
Pigdambar,isolated,19,poor,medium,low,37,no,8.0,13.0,Unsafe,22.8234,75.9234,87,low,none,0,0.8
Sanwer Road Indl,industrial,10,poor,high,low,25,no,7.0,16.5,Unsafe,22.7456,75.8123,74,medium,partial,0,0.73
Old Railway Lanes,isolated,16,poor,high,low,32,no,6.5,22.1,Unsafe,22.7134,75.8423,15,high,none,0,0.81
Bada Rawla Naka,market,10,medium,medium,medium,18,no,3.5,45.8,Medium,22.7089,75.8556,19,low,partial,0,0.62
Bhagirathpura,residential,4,medium,medium,low,9,no,4.0,24.5,Unsafe,22.7212,75.8489,28,high,partial,0,0.56
AB Road,commercial,5,good,low,low,5,yes,1.3,58.5,Medium,22.7233,75.8958,52,low,full,0,0.65
Anand Bazaar,commercial,17,good,low,high,3,yes,1.6,90.9,Safe,22.7167,75.8623,21,low,partial,0,0.41
Annapurna Road,commercial,9,medium,medium,medium,25,yes,3.0,49.9,Medium,22.6975,75.8782,7,low,partial,1,0.41
Dewas Road,commercial,15,medium,medium,medium,12,yes,4.0,55.9,Medium,22.7456,75.8234,75,low,partial,0,0.41
Khajrana,residential,10,medium,medium,medium,20,no,3.5,40.5,Medium,22.7395,75.9107,61,medium,partial,1,0.45
South Tukoganj,commercial,7,good,low,high,2,yes,0.8,90.4,Safe,22.7148,75.8826,12,low,full,0,0.46
South Tukoganj,commercial,16,good,low,high,2,yes,0.8,95.8,Safe,22.7148,75.8826,12,low,full,0,0.42
Palasia,commercial,15,good,low,high,6,yes,1.5,92.9,Safe,22.7197,75.8772,32,low,full,1,0.41
Tejaji Nagar,residential,5,medium,medium,low,11,no,3.2,7.1,Unsafe,22.6934,75.8345,23,medium,partial,0,0.59
Tilak Nagar,residential,14,medium,medium,low,11,no,4.2,40.8,Medium,22.7089,75.8734,10,low,partial,1,0.42
Juni Indore,market,1,medium,medium,low,9,no,3.0,7.9,Unsafe,22.7123,75.8512,16,high,partial,0,0.81
Bicholi Mardana,residential,17,poor,medium,low,20,no,5.5,11.4,Unsafe,22.7734,75.9234,77,medium,partial,0,0.36
Sarafa Bazar,market,15,good,low,high,3,yes,0.9,93.9,Safe,22.7167,75.8554,9,low,partial,0,0.61
Sarafa Bazar,market,3,good,low,low,7,yes,0.9,53.7,Medium,22.7167,75.8554,9,low,partial,0,0.83
South Tukoganj,commercial,5,good,low,low,2,yes,0.8,59.0,Medium,22.7148,75.8826,12,low,full,0,0.6
Lasudia,residential,2,poor,medium,low,16,no,5.0,13.8,Unsafe,22.7567,75.9234,72,low,partial,1,0.58
Rajwada,market,4,medium,medium,low,18,yes,1.5,18.5,Unsafe,22.718,75.8573,8,medium,partial,1,0.85
Sapna Sangeeta,commercial,18,good,low,high,4,yes,1.8,90.3,Safe,22.7273,75.88,41,low,full,0,0.47
Kesar Bagh,residential,20,good,low,medium,1,yes,2.3,65.9,Medium,22.7189,75.8734,29,low,partial,0,0.61
Khajrana,residential,16,medium,medium,medium,23,no,3.5,34.2,Unsafe,22.7395,75.9107,61,medium,partial,1,0.38
Nanda Nagar,residential,10,medium,low,medium,11,yes,2.5,76.7,Safe,22.7456,75.8956,64,low,partial,0,0.43
Jawahar Marg,commercial,16,good,low,high,2,yes,1.5,95.8,Safe,22.7178,75.8712,22,low,partial,0,0.42
Nanda Nagar,residential,13,medium,low,medium,2,yes,2.5,85.2,Safe,22.7456,75.8956,64,low,partial,0,0.38
Geeta Bhawan,residential,22,good,low,low,3,yes,2.8,59.2,Medium,22.7242,75.882,38,low,full,0,0.58
Murai Mohalla,residential,22,medium,medium,low,11,no,4.5,6.2,Unsafe,22.7145,75.8478,13,high,partial,0,0.58
Chappan Dukan,market,20,good,low,high,2,yes,1.0,78.3,Safe,22.7312,75.8823,43,low,full,0,0.87
Loha Mandi,industrial,13,poor,high,low,50,no,7.0,20.0,Unsafe,22.7089,75.8512,14,high,none,0,0.69
Mhow Road,commercial,11,medium,medium,medium,17,yes,3.5,55.4,Medium,22.6534,75.8234,26,low,partial,0,0.46
Scheme 54,residential,13,good,low,medium,2,yes,2.5,93.2,Safe,22.7411,75.8673,54,low,full,1,0.38
Raoji Bazar,market,4,medium,medium,low,10,yes,1.8,15.3,Unsafe,22.7198,75.8534,11,high,partial,0,0.87
Palda,residential,13,medium,medium,low,15,no,5.0,40.6,Medium,22.6734,75.9123,24,low,partial,0,0.44
Banganga,residential,21,medium,medium,medium,9,no,4.0,19.2,Unsafe,22.6934,75.8656,5,medium,partial,1,0.58
Sanwer Road Indl,industrial,6,poor,high,low,27,no,7.0,16.3,Unsafe,22.7456,75.8123,74,medium,partial,0,0.67
Geeta Bhawan,residential,20,good,low,medium,6,yes,2.8,63.6,Medium,22.7242,75.882,38,low,full,0,0.54
Rau Bypass,isolated,20,poor,high,low,38,no,7.5,14.0,Unsafe,22.6623,75.8034,1,high,none,0,0.98
Sanwer Road Indl,industrial,21,poor,high,low,37,no,7.0,11.2,Unsafe,22.7456,75.8123,74,medium,partial,0,0.95
Betma Road,isolated,19,poor,high,low,43,no,9.0,15.0,Unsafe,22.7123,75.7723,79,high,none,0,0.81
South Tukoganj,commercial,12,good,low,high,1,yes,0.8,95.2,Safe,22.7148,75.8826,12,low,full,0,0.48
Bapat Square,commercial,12,good,low,high,5,yes,1.4,95.2,Safe,22.7234,75.8867,36,low,full,0,0.48
Hira Nagar,residential,16,medium,low,medium,13,no,3.0,68.6,Medium,22.7534,75.8823,62,low,partial,0,0.44
Nanda Nagar,residential,18,medium,low,medium,3,yes,2.5,79.9,Safe,22.7456,75.8956,64,low,partial,0,0.41
Jawahar Marg,commercial,21,good,low,high,5,yes,1.5,69.1,Medium,22.7178,75.8712,22,low,partial,0,0.59
Palasia,commercial,15,good,low,high,3,yes,1.5,95.3,Safe,22.7197,75.8772,32,low,full,1,0.47
Chappan Dukan,market,9,good,low,high,5,yes,1.0,88.7,Safe,22.7312,75.8823,43,low,full,0,0.63
Bhawarkuan,residential,2,medium,medium,low,10,no,3.8,19.7,Unsafe,22.6812,75.8645,3,low,partial,1,0.53
Aerodrome Road,commercial,10,good,low,medium,5,yes,2.0,92.6,Safe,22.7234,75.8012,25,low,partial,1,0.44
Scheme 140,residential,8,good,low,medium,3,yes,2.8,88.3,Safe,22.7634,75.8734,69,low,partial,0,0.37
Kanadiya,residential,21,medium,medium,medium,19,no,4.5,21.6,Unsafe,22.7934,75.8456,83,low,partial,1,0.54
Jawahar Marg,commercial,22,good,low,medium,5,yes,1.5,66.0,Medium,22.7178,75.8712,22,low,partial,0,0.6
Tejpur Gadbadi,isolated,6,poor,high,low,59,no,9.5,11.8,Unsafe,22.7534,75.9345,73,low,none,0,0.82
MG Road,commercial,21,good,low,high,2,yes,1.0,68.5,Medium,22.7196,75.8799,18,low,full,1,0.65
Bapat Square,commercial,21,good,low,high,7,yes,1.4,65.5,Medium,22.7234,75.8867,36,low,full,0,0.65
Bypass Roads,isolated,0,poor,high,low,26,no,9.0,20.1,Unsafe,22.7823,75.8789,80,high,none,0,1.03
Betma Road,isolated,23,poor,high,low,28,no,9.0,15.9,Unsafe,22.7123,75.7723,79,high,none,0,0.97
Tejpur Gadbadi,isolated,23,poor,high,low,44,no,9.5,22.5,Unsafe,22.7534,75.9345,73,low,none,0,0.98
Khajrana,residential,20,medium,medium,medium,22,no,3.5,7.4,Unsafe,22.7395,75.9107,61,medium,partial,1,0.56
Juni Indore,market,9,medium,medium,medium,17,no,3.0,31.7,Unsafe,22.7123,75.8512,16,high,partial,0,0.63
Sudama Nagar,residential,17,medium,medium,low,18,no,4.5,35.8,Unsafe,22.6891,75.8731,4,low,partial,0,0.42
Nanda Nagar,residential,12,medium,low,medium,4,yes,2.5,84.6,Safe,22.7456,75.8956,64,low,partial,0,0.44
Old Railway Lanes,isolated,16,poor,high,low,33,no,6.5,15.9,Unsafe,22.7134,75.8423,15,high,none,0,0.76
Scheme 78,residential,12,good,low,low,4,yes,2.2,86.4,Safe,22.7467,75.8756,78,low,full,0,0.36
LIG Colony,residential,4,good,low,low,5,yes,2.4,59.0,Medium,22.7423,75.8734,55,low,partial,1,0.6
Scheme 140,residential,12,good,low,medium,3,yes,2.8,93.3,Safe,22.7634,75.8734,69,low,partial,0,0.37
Bypass Roads,isolated,11,poor,high,low,47,no,9.0,9.8,Unsafe,22.7823,75.8789,80,high,none,0,0.8
Tilak Nagar,residential,11,medium,medium,low,7,no,4.2,45.7,Medium,22.7089,75.8734,10,low,partial,1,0.43
Govind Colony,residential,20,medium,low,medium,5,no,3.8,44.0,Medium,22.7312,75.8912,47,low,partial,0,0.6
Pigdambar,isolated,4,poor,medium,low,24,no,8.0,22.0,Unsafe,22.8234,75.9234,87,low,none,0,0.99
Bambori,isolated,11,poor,high,low,25,no,8.5,16.1,Unsafe,22.8234,75.8623,86,low,none,0,0.81
Super Corridor,commercial,5,good,low,low,3,yes,2.0,59.1,Medium,22.8123,75.8934,85,low,full,0,0.59
Rajwada,market,5,medium,medium,low,10,yes,1.5,24.0,Unsafe,22.718,75.8573,8,medium,partial,1,0.8
Palasia,commercial,17,good,low,high,3,yes,1.5,90.1,Safe,22.7197,75.8772,32,low,full,1,0.49
Super Corridor,commercial,17,good,low,medium,1,yes,2.0,87.4,Safe,22.8123,75.8934,85,low,full,0,0.46
Manik Bagh,residential,6,good,low,low,5,yes,2.1,81.0,Safe,22.6934,75.8823,6,low,partial,0,0.4
Pipliyahana,residential,13,good,low,medium,5,yes,2.6,92.7,Safe,22.6823,75.8934,48,low,partial,0,0.43
Scheme 94,residential,15,good,low,medium,3,yes,2.0,93.3,Safe,22.7534,75.8612,94,low,partial,0,0.37
Old Railway Lanes,isolated,22,poor,high,low,24,no,6.5,9.1,Unsafe,22.7134,75.8423,15,high,none,0,1.03
Rau Bypass,isolated,21,poor,high,low,23,no,7.5,17.5,Unsafe,22.6623,75.8034,1,high,none,0,1.05
Khajrana,residential,15,medium,medium,medium,15,no,3.5,41.2,Medium,22.7395,75.9107,61,medium,partial,1,0.38
Bapat Square,commercial,10,good,low,high,6,yes,1.4,92.4,Safe,22.7234,75.8867,36,low,full,0,0.46
Bhagirathpura,residential,23,medium,medium,low,6,no,4.0,12.2,Unsafe,22.7212,75.8489,28,high,partial,0,0.53
Sanwer Road Indl,industrial,21,poor,high,low,30,no,7.0,21.9,Unsafe,22.7456,75.8123,74,medium,partial,0,0.93
Raoji Bazar,market,12,medium,medium,high,16,yes,1.8,48.1,Medium,22.7198,75.8534,11,high,partial,0,0.59
Govind Colony,residential,22,medium,low,low,14,no,3.8,29.3,Unsafe,22.7312,75.8912,47,low,partial,0,0.57
Super Corridor,commercial,14,good,low,medium,3,yes,2.0,92.2,Safe,22.8123,75.8934,85,low,full,0,0.48
Bada Rawla Naka,market,21,medium,medium,medium,15,no,3.5,18.7,Unsafe,22.7089,75.8556,19,low,partial,0,0.83
Chambal Colony,residential,22,poor,high,low,45,no,6.5,14.1,Unsafe,22.7289,75.8478,35,low,partial,0,0.59
Mhow Road,commercial,8,medium,medium,medium,14,yes,3.5,50.5,Medium,22.6534,75.8234,26,low,partial,0,0.45
Govind Colony,residential,19,medium,low,medium,11,no,3.8,58.4,Medium,22.7312,75.8912,47,low,partial,0,0.36
Chhota Bangarda,residential,21,medium,medium,low,8,no,5.0,19.0,Unsafe,22.7823,75.9123,76,low,none,0,0.6
Bapat Square,commercial,6,good,low,medium,2,yes,1.4,87.4,Safe,22.7234,75.8867,36,low,full,0,0.46
Kesar Bagh,residential,4,good,low,low,1,yes,2.3,59.4,Medium,22.7189,75.8734,29,low,partial,0,0.56
